,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,weighted_degree,weighted_closeness,weighted_betweenness,weighted_eigenvector
0,0,19,90,cool,36,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,15.117647058823529,3.2948717948717947,38,-2,21,7,52.0,1.9979818365287585,0.45505050505050515,0.3605061555491192
1,1,19,70,cool,52,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,15.117647058823529,3.2948717948717947,38,-2,21,7,34.0,1.8148487626031167,0.08914141414141415,0.31432342138380415
2,2,21,85,cold,18,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,15.117647058823529,3.2948717948717947,38,-2,21,7,37.0,1.8965517241379313,0.15085227272727275,0.34597587964222054
3,3,25,98,warm,60,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,15.117647058823529,3.2948717948717947,38,-2,21,7,18.0,1.5480844409695074,0.0,0.21505301726058015
4,4,19,65,cold,41,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,15.117647058823529,3.2948717948717947,38,-2,21,7,9.0,1.0903083700440532,0.003787878787878788,0.05028743390626526
5,5,19,85,cold,25,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,15.117647058823529,3.2948717948717947,38,-2,21,7,9.0,1.0873146622734764,0.0,0.04739058289036132
6,6,22,100,hot,43,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,15.117647058823529,3.2948717948717947,38,-2,21,7,12.0,1.0993892282065523,0.06060606060606061,0.04545913755006632
7,7,19,96,cool,40,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,15.117647058823529,3.2948717948717947,38,-2,21,7,10.0,1.2832145171743359,0.0,0.13513491498985886
8,8,22,100,warm,22,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,15.117647058823529,3.2948717948717947,38,-2,21,7,17.0,1.8749999999999998,0.15726010101010102,0.23201104159428507
9,9,22,98,warm,35,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,15.117647058823529,3.2948717948717947,38,-2,21,7,5.0,1.299212598425197,0.0,0.07575818522103281
