,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,weighted_degree,weighted_closeness,weighted_betweenness,weighted_eigenvector
0,0,19,95,cool,36,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,15.235294117647058,3.3205128205128207,40,1,21,8,55.0,2.0646506777893636,0.45410353535353537,0.3867263413846645
1,1,19,75,cool,52,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,15.235294117647058,3.3205128205128207,40,1,21,8,35.0,1.843575418994414,0.08945707070707071,0.3261823671045054
2,2,21,85,cold,18,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,15.235294117647058,3.3205128205128207,40,1,21,8,35.0,1.93359375,0.12291666666666667,0.3345709132935935
3,3,23,95,warm,60,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,15.235294117647058,3.3205128205128207,40,1,21,8,17.0,1.512605042016807,0.0,0.2076531052251165
4,4,19,70,cold,41,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,15.235294117647058,3.3205128205128207,40,1,21,8,11.0,1.3121272365805172,0.001893939393939394,0.07826589010928649
5,5,20,85,cold,25,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,15.235294117647058,3.3205128205128207,40,1,21,8,11.0,1.1006114508060036,0.001893939393939394,0.06237900483925384
6,6,26,95,hot,43,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,15.235294117647058,3.3205128205128207,40,1,21,8,15.0,1.3253012048192774,0.061553030303030304,0.07648297721853228
7,7,19,95,cool,40,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,15.235294117647058,3.3205128205128207,40,1,21,8,12.0,1.454812637766348,0.0,0.16633789304107185
8,8,23,95,warm,22,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,15.235294117647058,3.3205128205128207,40,1,21,8,17.0,1.8965517241379308,0.1556818181818182,0.22954414504383355
9,9,25,98,warm,35,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,15.235294117647058,3.3205128205128207,40,1,21,8,5.0,1.2992125984251968,0.0,0.07355783510546694
10,10,20,95,neutral,58,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.3026315789473684,0.01840833968980422,0.0638523402283734,15.235294117647058,3.3205128205128207,40,1,21,8,12.0,1.4358230601885427,0.02840909090909091,0.09034325629185454
11,11,19,80,cool,50,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.2979274611398964,0.051258581235697945,0.046668988006418013,15.235294117647058,3.3205128205128207,40,1,21,8,2.0,1.0317873892652425,0.0,0.0331248413378722
12,12,19,80,cool,53,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.043478260869565216,0.2994791666666667,0.051258581235697945,0.07401781146506023,15.235294117647058,3.3205128205128207,40,1,21,8,7.0,1.4765100671140943,0.0,0.10059847240943795
13,13,20,100,hot,64,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3859060402684564,0.07027084619761971,0.20359189677943723,15.235294117647058,3.3205128205128207,40,1,21,8,18.0,1.840148698884758,0.05776515151515152,0.2557791991175476
14,14,21,95,neutral,40,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.3050397877984085,0.03447749809305874,0.0974324725790158,15.235294117647058,3.3205128205128207,40,1,21,8,8.0,1.3817166782972787,0.0,0.10343778199072101
15,15,23,98,hot,35,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.043478260869565216,0.30666666666666664,0.051258581235697945,0.10111171742226427,15.235294117647058,3.3205128205128207,40,1,21,8,8.0,1.3817166782972787,0.0,0.10343778199072101
16,16,24,99,warm,41,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.017391304347826087,0.23958333333333334,0.0,0.020726887962676466,15.235294117647058,3.3205128205128207,40,1,21,8,5.0,1.0030395136778119,0.0,0.0157736263862295
17,17,20,95,neutral,26,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.3058510638297872,0.06773455377574371,0.08841143224694795,15.235294117647058,3.3205128205128207,40,1,21,8,6.0,1.3759555246699096,0.0,0.09418865810567101
18,18,23,98,neutral,38,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.043478260869565216,0.30666666666666664,0.051258581235697945,0.10111171742226427,15.235294117647058,3.3205128205128207,40,1,21,8,6.0,1.3496932515337428,0.0,0.08229041499117458
19,19,21,98,neutral,23,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.38205980066445183,0.09533326068795181,0.1446478523435436,15.235294117647058,3.3205128205128207,40,1,21,8,11.0,1.7741935483870965,0.0,0.16670826085828963
20,20,20,85,cool,26,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.3050397877984085,0.03447749809305874,0.0974324725790158,15.235294117647058,3.3205128205128207,40,1,21,8,6.0,1.3496932515337428,0.0,0.08229041499117458
21,21,20,95,hot,36,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.017391304347826087,0.2994791666666667,0.0,0.07689918955223826,15.235294117647058,3.3205128205128207,40,1,21,8,8.0,1.456953642384106,0.0,0.1221276335355976
22,22,25,95,warm,29,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.3034300791556728,0.017391304347826087,0.09493202030636819,15.235294117647058,3.3205128205128207,40,1,21,8,8.0,1.3817166782972787,0.0,0.10343778199072101
23,23,22,95,neutral,20,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.3194444444444444,0.06323417238749046,0.1497528970981626,15.235294117647058,3.3205128205128207,40,1,21,8,13.0,1.2890625,0.0,0.10641740732985466
24,24,22,95,hot,21,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.043478260869565216,0.3050397877984085,0.03740147470124587,0.056184486838298416,15.235294117647058,3.3205128205128207,40,1,21,8,9.0,1.3953488372093026,0.003787878787878788,0.053849578295913726
25,25,19,98,cool,24,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.30183727034120733,0.021605220781422147,0.05624287337184293,15.235294117647058,3.3205128205128207,40,1,21,8,6.0,1.2782440284054228,0.0,0.03660396568531016
26,26,24,95,warm,23,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.2987012987012987,0.03447749809305874,0.06983832277535644,15.235294117647058,3.3205128205128207,40,1,21,8,6.0,1.2222222222222223,0.0,0.06116054721225853
27,27,22,90,neutral,43,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.3582554517133956,0.08741612485319583,0.13903505051258258,15.235294117647058,3.3205128205128207,40,1,21,8,15.0,1.5980629539951572,0.04261363636363637,0.13158488113106556
28,28,21,80,cool,31,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.3495440729483283,0.01968835131306527,0.12155017935317404,15.235294117647058,3.3205128205128207,40,1,21,8,9.0,1.4898419864559822,0.0,0.11114866098677201
29,29,23,100,warm,54,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.3125,0.037199520540481645,0.12915677508393675,15.235294117647058,3.3205128205128207,40,1,21,8,13.0,1.4666666666666672,0.000946969696969697,0.11910714778260142
30,30,19,80,cold,28,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.35714285714285715,0.06521593839671648,0.16980563089625564,15.235294117647058,3.3205128205128207,40,1,21,8,12.0,1.5639810426540288,0.0013257575757575756,0.15311782134725038
31,31,22,95,hot,53,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.08695652173913043,0.3993055555555556,0.17050645938517772,0.19361912083919708,15.235294117647058,3.3205128205128207,40,1,21,8,21.0,1.8521983161833493,0.1048611111111111,0.17360437416297786
32,32,19,88,cool,20,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.1391304347826087,0.3924914675767918,0.19341929703485763,0.3201580004894889,15.235294117647058,3.3205128205128207,40,1,21,8,35.0,1.633663366336634,0.030303030303030304,0.24688847130752775
33,33,21,80,cool,50,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.16521739130434782,0.4136690647482014,0.3260436114440693,0.35425180131013306,15.235294117647058,3.3205128205128207,40,1,21,8,61.0,1.9959677419354842,0.4078282828282829,0.35691179992955274
34,34,19,85,cold,43,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.008695652173913044,0.29336734693877553,0.0,0.04298084662407026,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
35,35,20,85,neutral,32,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.2725118483412322,0.0,0.04685944464348984,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
36,36,18,85,cold,37,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.2725118483412322,0.0,0.04685944464348984,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
37,37,19,80,cold,50,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.2725118483412322,0.0,0.04685944464348984,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
38,38,22,88,hot,60,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
39,39,22,96,warm,43,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
40,40,21,95,cool,40,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
41,41,18,80,cold,25,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
42,42,19,80,cold,30,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.008695652173913044,0.2631578947368421,0.0,0.025187508775961542,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
43,43,21,98,neutral,48,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.23469387755102042,0.0,0.012883434090214765,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
44,44,19,85,cool,60,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.23469387755102042,0.0,0.012883434090214765,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
45,45,21,85,warm,29,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.026086956521739132,0.23469387755102042,0.0,0.012883434090214765,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
46,46,21,85,hot,41,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
47,47,21,98,neutral,59,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
48,48,21,85,neutral,44,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
49,49,19,85,cold,53,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
50,50,25,90,hot,35,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
51,51,25,98,warm,58,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
52,52,21,95,neutral,47,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
53,53,22,75,cold,30,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
54,54,25,98,warm,49,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.017391304347826087,0.2818627450980392,0.0,0.03404851258125946,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
55,55,22,85,cool,26,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.017391304347826087,0.2818627450980392,0.0,0.03404851258125946,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
56,56,25,98,warm,60,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
57,57,27,95,hot,56,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
58,58,24,95,hot,54,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
59,59,19,85,cool,62,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,15.235294117647058,3.3205128205128207,40,1,21,8,,,,
