,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,weighted_degree,weighted_closeness,weighted_betweenness,weighted_eigenvector
0,0,19,95,cool,36,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,13.470588235294118,2.9358974358974357,31,-5,22,2,43.0,1.708369283865401,0.44917929292929293,0.2748973659039395
1,1,19,85,cool,52,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,13.470588235294118,2.9358974358974357,31,-5,22,2,26.0,1.487603305785124,0.07765151515151514,0.217766578329743
2,2,20,85,cold,18,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,13.470588235294118,2.9358974358974357,31,-5,22,2,34.0,1.7383669885864796,0.21938131313131312,0.3230777253893898
3,3,25,100,warm,60,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,13.470588235294118,2.9358974358974357,31,-5,22,2,6.0,0.7171314741035857,0.0,0.05536833115457914
4,4,21,80,cold,41,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,13.470588235294118,2.9358974358974357,31,-5,22,2,9.0,0.9929789368104313,0.001893939393939394,0.046069932115144444
5,5,19,80,cold,25,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,13.470588235294118,2.9358974358974357,31,-5,22,2,12.0,1.1653914067098292,0.05681818181818182,0.059264686802626504
6,6,24,95,hot,43,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,13.470588235294118,2.9358974358974357,31,-5,22,2,15.0,1.282383419689119,0.08617424242424243,0.07616678198437826
7,7,19,98,cool,40,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,13.470588235294118,2.9358974358974357,31,-5,22,2,11.0,1.290743155149935,0.0,0.1355096799142484
8,8,24,98,warm,22,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,13.470588235294118,2.9358974358974357,31,-5,22,2,17.0,1.669477234401349,0.19128787878787878,0.2719964711287742
9,9,25,98,warm,35,Easygoing,Self-controlled,Assertive,Emotional,Selfless,Cooperative,Cautious,Environmentalist,Frugal,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,13.470588235294118,2.9358974358974357,31,-5,22,2,6.0,1.3000656598818123,0.0,0.09810377131791274
