,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,weighted_degree,weighted_closeness,weighted_betweenness,weighted_eigenvector
0,0,19,70,cool,36,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,9.294117647058824,2.0256410256410255,16,4,22,10,30.0,1.0702702702702704,0.3759469696969697,0.347573224253999
1,1,4,80,cool,52,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,9.294117647058824,2.0256410256410255,16,4,22,10,25.0,1.0831509846827134,0.16183712121212118,0.38100982750836887
2,2,21,70,cold,18,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,9.294117647058824,2.0256410256410255,16,4,22,10,23.0,1.1626541397533765,0.35419823232323244,0.3955558540177478
3,3,25,85,warm,60,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,9.294117647058824,2.0256410256410255,16,4,22,10,6.0,0.5919282511210763,0.0,0.099051708646253
4,4,18,85,cold,41,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,9.294117647058824,2.0256410256410255,16,4,22,10,5.0,0.5657142857142857,0.003787878787878788,0.03381831734536988
5,5,21,85,cold,25,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,9.294117647058824,2.0256410256410255,16,4,22,10,4.0,0.5538461538461538,0.0,0.02899012320579161
6,6,27,84,hot,43,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,9.294117647058824,2.0256410256410255,16,4,22,10,8.0,0.5706051873198846,0.05965909090909091,0.031852017430125945
7,7,19,100,cool,40,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,9.294117647058824,2.0256410256410255,16,4,22,10,4.0,0.5866666666666667,0.0,0.0802888161959639
8,8,25,100,warm,22,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,9.294117647058824,2.0256410256410255,16,4,22,10,13.0,1.166077738515901,0.1435290404040404,0.27714294179159504
9,9,26,95,warm,35,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,9.294117647058824,2.0256410256410255,16,4,22,10,8.0,1.142527409117138,0.14163510101010102,0.20693237545323553
