,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,weighted_degree,weighted_closeness,weighted_betweenness,weighted_eigenvector
0,0,19,80,cool,36,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,11.0,2.3974358974358974,21,-1,22,1,35.0,1.2531645569620251,0.41524621212121215,0.3608117943547803
1,1,19,90,cool,52,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,11.0,2.3974358974358974,21,-1,22,1,23.0,1.28738621586476,0.0771780303030303,0.33720161368276813
2,2,21,80,cold,18,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,11.0,2.3974358974358974,21,-1,22,1,22.0,1.3396481732070364,0.27888257575757575,0.33820804702355045
3,3,25,85,warm,60,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,11.0,2.3974358974358974,21,-1,22,1,15.0,1.1269208878770636,0.06060606060606061,0.20422157355437576
4,4,19,85,cold,41,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,11.0,2.3974358974358974,21,-1,22,1,6.0,0.8081632653061227,0.0,0.05460774884222014
5,5,17,85,cold,25,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,11.0,2.3974358974358974,21,-1,22,1,12.0,0.9428571428571428,0.11742424242424243,0.10870033639001009
6,6,27,85,hot,43,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,11.0,2.3974358974358974,21,-1,22,1,10.0,0.7764705882352939,0.06060606060606061,0.05537541422417866
7,7,18,98,cool,40,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,11.0,2.3974358974358974,21,-1,22,1,8.0,0.9295774647887322,0.0,0.1464798359858228
8,8,25,88,warm,22,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,11.0,2.3974358974358974,21,-1,22,1,13.0,1.3589567604667125,0.26278409090909094,0.23895481873961083
9,9,25,85,warm,35,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,11.0,2.3974358974358974,21,-1,22,1,2.0,0.6799450549450547,0.0,0.042508292998756865
