,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,weighted_degree,weighted_closeness,weighted_betweenness,weighted_eigenvector
0,0,19,80,cool,36,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,10.705882352941176,2.3333333333333335,17,-5,22,2,35.0,1.1511627906976745,0.4373421717171717,0.407893673745322
1,1,18,85,cool,52,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,10.705882352941176,2.3333333333333335,17,-5,22,2,24.0,1.153846153846154,0.05523989898989899,0.38520124769275715
2,2,19,75,cold,18,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,10.705882352941176,2.3333333333333335,17,-5,22,2,23.0,1.2305779987569918,0.20880681818181818,0.37371565101876947
3,3,25,85,warm,60,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,10.705882352941176,2.3333333333333335,17,-5,22,2,13.0,1.0076335877862597,0.01120580808080808,0.2544176790002619
4,4,17,80,cold,41,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,10.705882352941176,2.3333333333333335,17,-5,22,2,6.0,0.7644787644787646,0.0,0.06536756499038246
5,5,17,80,cold,25,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,10.705882352941176,2.3333333333333335,17,-5,22,2,12.0,0.8839285714285712,0.11742424242424243,0.12916058131204608
6,6,27,88,hot,43,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,10.705882352941176,2.3333333333333335,17,-5,22,2,10.0,0.7360594795539032,0.06060606060606061,0.06667185332653121
7,7,19,95,cool,40,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,10.705882352941176,2.3333333333333335,17,-5,22,2,8.0,0.8534482758620692,0.0,0.172949437367793
8,8,25,93,warm,22,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,10.705882352941176,2.3333333333333335,17,-5,22,2,13.0,1.23982467125861,0.18892045454545456,0.22769831016586484
9,9,25,85,warm,35,Easily-angered,Impulsive,Passive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Wasteful,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,10.705882352941176,2.3333333333333335,17,-5,22,2,2.0,0.6352261790182868,0.0,0.041281098551613604
