,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,network_cost,network_avg_happiness_level,network_cost_happ_ratio
0,0,21,85,cool,36,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
1,1,19,70,cool,52,Easily-angered,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
2,2,21,80,cold,18,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
3,3,25,100,warm,60,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
4,4,22,70,cold,41,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
5,5,22,85,cold,25,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
6,6,25,98,hot,43,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
7,7,23,85,cool,40,Easily-angered,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
8,8,22,95,warm,22,Easily-angered,Self-controlled,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Wasteful,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
9,9,23,98,warm,35,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,11.235294117647058,2.448717948717949,22,6,22,26,16,88.62,0.18054615211013314
