,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,network_cost,network_avg_happiness_level,network_cost_happ_ratio
0,0,19,85,cool,36,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.14782608695652175,0.4136690647482014,0.4349005363650679,0.31126707564552514,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
1,1,19,80,cool,52,Easily-angered,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.10434782608695653,0.3709677419354839,0.09875740074824746,0.24563675744071706,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
2,2,21,85,cold,18,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.12173913043478261,0.4136690647482014,0.1987308851839744,0.31562959985939604,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
3,3,25,100,warm,60,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.06086956521739131,0.3560371517027864,0.030488661266693324,0.18240772713698233,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
4,4,18,80,cold,41,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.052173913043478265,0.30423280423280424,0.051767098906687015,0.0675332866304069,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
5,5,19,85,cold,25,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.06956521739130435,0.30666666666666664,0.07609966946351385,0.07479840716136713,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
6,6,26,90,hot,43,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.06956521739130435,0.30831099195710454,0.07691329773709636,0.07530274816804503,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
7,7,20,90,cool,40,Easily-angered,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.34124629080118696,0.0,0.14566949632002593,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
8,8,23,90,warm,22,Easily-angered,Self-controlled,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Wasteful,0.06086956521739131,0.3898305084745763,0.08700301478333514,0.2125354118757519,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
9,9,22,95,warm,35,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.052173913043478265,0.34534534534534533,0.0685060477280157,0.10634338501868723,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
10,10,23,90,neutral,58,Easygoing,Impulsive,Assertive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.3026315789473684,0.01840833968980422,0.0638523402283734,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
11,11,20,85,cool,50,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.2979274611398964,0.051258581235697945,0.046668988006418013,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
12,12,20,80,cool,53,Easily-angered,Impulsive,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.043478260869565216,0.2994791666666667,0.051258581235697945,0.07401781146506023,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
13,13,25,100,hot,64,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.06086956521739131,0.3859060402684564,0.07027084619761971,0.20359189677943723,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
14,14,21,95,neutral,40,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.3050397877984085,0.03447749809305874,0.0974324725790158,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
15,15,22,85,hot,35,Easily-angered,Impulsive,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.043478260869565216,0.30666666666666664,0.051258581235697945,0.10111171742226427,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
16,16,25,99,warm,41,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.017391304347826087,0.23958333333333334,0.0,0.020726887962676466,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
17,17,22,85,neutral,26,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.052173913043478265,0.3058510638297872,0.06773455377574371,0.08841143224694795,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
18,18,21,95,neutral,38,Easily-angered,Impulsive,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.043478260869565216,0.30666666666666664,0.051258581235697945,0.10111171742226427,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
19,19,21,90,neutral,23,Easygoing,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.06086956521739131,0.38205980066445183,0.09533326068795181,0.1446478523435436,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
20,20,19,85,cool,26,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.3050397877984085,0.03447749809305874,0.0974324725790158,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
21,21,25,98,hot,36,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.017391304347826087,0.2994791666666667,0.0,0.07689918955223826,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
22,22,26,100,warm,29,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.026086956521739132,0.3034300791556728,0.017391304347826087,0.09493202030636819,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
23,23,21,98,neutral,20,Easily-angered,Self-controlled,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Wasteful,0.06956521739130435,0.3194444444444444,0.06323417238749046,0.1497528970981626,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
24,24,24,95,hot,21,Easygoing,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.043478260869565216,0.3050397877984085,0.03740147470124587,0.056184486838298416,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
25,25,19,87,cool,24,Easily-angered,Impulsive,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.30183727034120733,0.021605220781422147,0.05624287337184293,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
26,26,24,98,warm,23,Easygoing,Impulsive,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.2987012987012987,0.03447749809305874,0.06983832277535644,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
27,27,23,90,neutral,43,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.06956521739130435,0.3582554517133956,0.08741612485319583,0.13903505051258258,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
28,28,21,95,cool,31,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.3495440729483283,0.01968835131306527,0.12155017935317404,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
29,29,22,90,warm,54,Easily-angered,Self-controlled,Passive,Unemotional,Selfless,Cooperative,Cautious,Not environmentalist,Wasteful,0.052173913043478265,0.3125,0.037199520540481645,0.12915677508393675,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
30,30,20,85,cold,28,Easygoing,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Careless,Not environmentalist,Frugal,0.06086956521739131,0.35714285714285715,0.06521593839671648,0.16980563089625564,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
31,31,25,98,hot,53,Easygoing,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Cautious,Not environmentalist,Wasteful,0.08695652173913043,0.3993055555555556,0.17050645938517772,0.19361912083919708,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
32,32,21,80,cool,20,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.1391304347826087,0.3924914675767918,0.19341929703485763,0.3201580004894889,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
33,33,22,80,cool,50,Easily-angered,Impulsive,Assertive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.16521739130434782,0.4136690647482014,0.3260436114440693,0.35425180131013306,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
34,34,19,80,cold,43,Easygoing,Impulsive,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Wasteful,0.008695652173913044,0.29336734693877553,0.0,0.04298084662407026,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
35,35,21,85,neutral,32,Easily-angered,Impulsive,Assertive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.026086956521739132,0.2725118483412322,0.0,0.04685944464348984,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
36,36,18,80,cold,37,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.026086956521739132,0.2725118483412322,0.0,0.04685944464348984,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
37,37,18,85,cold,50,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.026086956521739132,0.2725118483412322,0.0,0.04685944464348984,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
38,38,24,80,hot,60,Easygoing,Impulsive,Assertive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
39,39,19,80,warm,43,Easygoing,Impulsive,Passive,Emotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
40,40,19,95,cool,40,Easygoing,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
41,41,18,88,cold,25,Easygoing,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.29562982005141386,0.0,0.07440483649540748,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
42,42,21,80,cold,30,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.008695652173913044,0.2631578947368421,0.0,0.025187508775961542,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
43,43,23,85,neutral,48,Easily-angered,Self-controlled,Passive,Unemotional,Selfless,Cooperative,Cautious,Not environmentalist,Wasteful,0.026086956521739132,0.23469387755102042,0.0,0.012883434090214765,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
44,44,19,80,cool,60,Easily-angered,Self-controlled,Assertive,Emotional,Selfish,Uncooperative,Careless,Not environmentalist,Frugal,0.026086956521739132,0.23469387755102042,0.0,0.012883434090214765,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
45,45,23,86,warm,29,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.026086956521739132,0.23469387755102042,0.0,0.012883434090214765,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
46,46,25,85,hot,41,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
47,47,20,85,neutral,59,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
48,48,22,95,neutral,44,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
49,49,22,75,cold,53,Easily-angered,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.2366255144032922,0.0,0.01763370223765221,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
50,50,23,88,hot,35,Easygoing,Impulsive,Passive,Emotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
51,51,23,95,warm,58,Easily-angered,Self-controlled,Passive,Unemotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
52,52,25,90,neutral,47,Easygoing,Impulsive,Passive,Emotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
53,53,19,80,cold,30,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.23760330578512398,0.0,0.017752614196183368,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
54,54,25,98,warm,49,Easygoing,Impulsive,Passive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.017391304347826087,0.2818627450980392,0.0,0.03404851258125946,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
55,55,21,80,cool,26,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.017391304347826087,0.2818627450980392,0.0,0.03404851258125946,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
56,56,25,95,warm,60,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
57,57,25,80,hot,56,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
58,58,27,95,hot,54,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.25900900900900903,0.0,0.02506819806830028,11.411764705882353,2.4871794871794872,24,-2,22,7,24,88.41,0.2714625042416016
